Code,Name,Alternative code,Formulation,Alternative name,Alternative formulation,Really equivalent?
0906040G0AADPDP,"Colecalciferol 10,000units/ml oral solution sugar free",0906040G0AABMBM,Oral solution,"Colecalciferol 10,000units/ml oral solution",Oral solution,Y
0906040G0AADPDP,"Colecalciferol 10,000units/ml oral solution sugar free",0906040G0AADNDN,Oral solution,"Colecalciferol 10,000units/ml oral drops sugar free",Oral drops,Y
0906040G0AADRDR,"Colecalciferol 20,000unit capsules",0906040G0AACRCR,Oral capsule,"Colecalciferol 20,000unit tablets",Oral tablet,Y
0906040G0AADSDS,"Colecalciferol 15,000units/5ml oral solution",0906040G0AAAUAU,Oral solution,"Colecalciferol 15,000units/5ml oral suspension",Oral suspension,Y
0906040G0AADSDS,"Colecalciferol 15,000units/5ml oral solution",0906040G0AAENEN,Oral solution,"Colecalciferol 15,000units/5ml oral solution sugar free",Oral solution,Y
0906040G0AADVDV,"Colecalciferol 10,000unit capsules",0906040G0AACQCQ,Oral capsule,"Colecalciferol 10,000unit tablets",Oral tablet,Y
0906040G0AADWDW,"Colecalciferol 2,200unit capsules",0906040G0AACPCP,Oral capsule,"Colecalciferol 2,200unit tablets",Oral tablet,Y
0906040G0AADYDY,"Colecalciferol 3,000unit capsules",0906040G0AAACAC,Oral capsule,"Colecalciferol 3,000unit tablets",Oral tablet,Y
0906040G0AAEAEA,"Colecalciferol 5,000unit capsules",0906040G0AACNCN,Oral capsule,"Colecalciferol 5,000unit tablets",Oral tablet,Y
0906040G0AAECEC,"Colecalciferol 4,000unit capsules",0906040G0AAEEEE,Oral capsule,"Colecalciferol 4,000unit tablets",Oral tablet,Y
0906040G0AAEDED,"Colecalciferol 1,000unit chewable tablets",0906040G0AABGBG,Chewable tablet,"Colecalciferol 1,000unit tablets",Oral tablet,Y
0906040G0AAEDED,"Colecalciferol 1,000unit chewable tablets",0906040G0AABHBH,Chewable tablet,"Colecalciferol 1,000unit capsules",Oral capsule,Y
0906040G0AAEEEE,"Colecalciferol 4,000unit tablets",0906040G0AAECEC,Oral tablet,"Colecalciferol 4,000unit capsules",Oral capsule,Y
0906040G0AAEFEF,"Colecalciferol 40,000unit tablets",0906040G0AACVCV,Oral tablet,"Colecalciferol 40,000unit capsules",Oral capsule,Y
0906040G0AAEKEK,"Colecalciferol 25,000unit capsules",0906040G0AADKDK,Oral capsule,"Colecalciferol 25,000unit tablets",Oral tablet,Y
0906040G0AAELEL,Colecalciferol 400unit tablets,0906040G0AABIBI,Oral tablet,Colecalciferol 400unit capsules,Oral capsule,Y
0906040G0AAENEN,"Colecalciferol 15,000units/5ml oral solution sugar free",0906040G0AAAUAU,Oral solution,"Colecalciferol 15,000units/5ml oral suspension",Oral suspension,Y
0906040G0AAENEN,"Colecalciferol 15,000units/5ml oral solution sugar free",0906040G0AADSDS,Oral solution,"Colecalciferol 15,000units/5ml oral solution",Oral solution,Y
0906040G0AAEPEP,"Colecalciferol 10,000units/5ml oral solution sugar free",0906040G0AAATAT,Oral solution,"Colecalciferol 10,000units/5ml oral suspension",Oral suspension,Y
0906040G0AAEPEP,"Colecalciferol 10,000units/5ml oral solution sugar free",0906040G0AABTBT,Oral solution,"Colecalciferol 2,000units/ml oral drops sugar free",Oral drops,Y
0906040G0AAEPEP,"Colecalciferol 10,000units/5ml oral solution sugar free",0906040G0AACUCU,Oral solution,"Colecalciferol 10,000units/5ml oral solution",Oral solution,Y
0906040G0AAEQEQ,"Colecalciferol 50,000unit capsules",0906040G0AACYCY,Oral capsule,"Colecalciferol 50,000unit tablets",Oral tablet,Y
0906040G0AAESES,"Colecalciferol 2,000unit chewable tablets",0906040G0AABABA,Chewable tablet,"Colecalciferol 2,000unit capsules",Oral capsule,Y
0906040G0AAESES,"Colecalciferol 2,000unit chewable tablets",0906040G0AADBDB,Chewable tablet,"Colecalciferol 2,000unit tablets",Oral tablet,Y
0906040G0AAESES,"Colecalciferol 2,000unit chewable tablets",0906040G0AADDDD,Chewable tablet,"Colecalciferol 2,000unit orodispersible tablets sugar free",Orodispersible tablet,Y
0906040G0AAFGFG,Colecalciferol 200units/drop oral drops,0906040G0AADADA,Oral drops,Colecalciferol 200units/drop oral drops sugar free,Oral drops,Y
0906040G0AAFIFI,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets sugar free,0906040G0AABWBW,Chewable tablet,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets,Chewable tablet,Y
0906040G0AAFJFJ,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets sugar free,0906040G0AABYBY,Chewable tablet,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,Chewable tablet,Y
0906040G0AAFJFJ,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets sugar free,0906040G0AACBCB,Chewable tablet,Colecalciferol 400unit / Calcium carbonate 1.5g effervescent tablets,Effervescent tablet,Y
0906040G0AAFJFJ,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets sugar free,0906040G0AABSBS,Chewable tablet,Colecalciferol 400unit / Calcium carbonate 1.5g tablets,Oral tablet,Y
0906040G0AAFNFN,Colecalciferol 200unit / Calcium carbonate 1.25g chewable tablets sugar free,0906040G0AABUBU,Chewable tablet,Colecalciferol 200unit / Calcium carbonate 1.25g chewable tablets,Chewable tablet,Y
0906040N0AAAMAM,Ergocalciferol 250microgram tablets,0906040N0AAFNFN,Oral tablet,Ergocalciferol 250microgram capsules,Oral capsule,Y
0906040N0AADCDC,"Ergocalciferol 1,000units/5ml oral suspension",0906040N0AAFGFG,Oral suspension,"Ergocalciferol 1,000units/5ml oral solution",Oral solution,Y
0906040N0AADDDD,"Ergocalciferol 100,000units/5ml oral suspension",0906040N0AAFKFK,Oral suspension,"Ergocalciferol 100,000units/5ml oral solution",Oral solution,Y
0906040N0AADLDL,"Ergocalciferol 10,000units/5ml oral suspension",0906040N0AAFIFI,Oral suspension,"Ergocalciferol 10,000units/5ml oral solution",Oral solution,Y
0906040N0AADRDR,"Ergocalciferol 7,500units/5ml oral suspension",0906040N0AAFMFM,Oral suspension,"Ergocalciferol 1,500units/ml oral solution sugar free",Oral solution,Y
0906040N0AAEIEI,"Ergocalciferol 6,000units/5ml oral suspension",0906040N0AAFJFJ,Oral suspension,"Ergocalciferol 6,000units/5ml oral solution",Oral solution,Y
0906040N0AAEYEY,Ergocalciferol 2million units/5ml oral solution,0906040N0AAFHFH,Oral solution,"Ergocalciferol 600,000units/1.5ml solution for injection ampoules",Solution for injection,Y
0906040N0AAFGFG,"Ergocalciferol 1,000units/5ml oral solution",0906040N0AADCDC,Oral solution,"Ergocalciferol 1,000units/5ml oral suspension",Oral suspension,Y
0906040N0AAFHFH,"Ergocalciferol 600,000units/1.5ml solution for injection ampoules",0906040N0AAEYEY,Solution for injection,Ergocalciferol 2million units/5ml oral solution,Oral solution,Y
0906040N0AAFIFI,"Ergocalciferol 10,000units/5ml oral solution",0906040N0AADLDL,Oral solution,"Ergocalciferol 10,000units/5ml oral suspension",Oral suspension,Y
0906040N0AAFJFJ,"Ergocalciferol 6,000units/5ml oral solution",0906040N0AAEIEI,Oral solution,"Ergocalciferol 6,000units/5ml oral suspension",Oral suspension,Y
0906040N0AAFKFK,"Ergocalciferol 100,000units/5ml oral solution",0906040N0AADDDD,Oral solution,"Ergocalciferol 100,000units/5ml oral suspension",Oral suspension,Y
0906040N0AAFMFM,"Ergocalciferol 1,500units/ml oral solution sugar free",0906040N0AADRDR,Oral solution,"Ergocalciferol 7,500units/5ml oral suspension",Oral suspension,Y
0906040N0AAFNFN,Ergocalciferol 250microgram capsules,0906040N0AAAMAM,Oral capsule,Ergocalciferol 250microgram tablets,Oral tablet,Y
0906050T0AAAFAF,Alpha tocopheryl acetate 500mg/5ml oral suspension,0906050T0AAAQAQ,Oral suspension,Alpha tocopheryl acetate 500mg/5ml oral suspension sugar free,Oral suspension,Y
0906050T0AAAQAQ,Alpha tocopheryl acetate 500mg/5ml oral suspension sugar free,0906050T0AAAFAF,Oral suspension,Alpha tocopheryl acetate 500mg/5ml oral suspension,Oral suspension,Y
0906060L0AAACAC,Menadiol 10mg tablets,0906060L0AAARAR,Oral tablet,Menadiol 10mg capsules,Oral capsule,Y
0906060L0AAAGAG,Menadiol 5mg/5ml oral solution,0906060L0AAAPAP,Oral solution,Menadiol 5mg/5ml oral suspension,Oral suspension,Y
0906060L0AAAPAP,Menadiol 5mg/5ml oral suspension,0906060L0AAAGAG,Oral suspension,Menadiol 5mg/5ml oral solution,Oral solution,Y
0906060L0AAARAR,Menadiol 10mg capsules,0906060L0AAACAC,Oral capsule,Menadiol 10mg tablets,Oral tablet,Y
0906060Q0AAACAC,Phytomenadione 10mg tablets,0906060Q0AABCBC,Oral tablet,Phytomenadione 10mg capsules,Oral capsule,Y
0906060Q0AAAXAX,Phytomenadione 20mg/ml oral drops,0906060Q0AAAYAY,Oral drops,Phytomenadione 20mg/ml oral drops sugar free,Oral drops,Y
0906060Q0AAAYAY,Phytomenadione 20mg/ml oral drops sugar free,0906060Q0AAAXAX,Oral drops,Phytomenadione 20mg/ml oral drops,Oral drops,Y
0906060Q0AABCBC,Phytomenadione 10mg capsules,0906060Q0AAACAC,Oral capsule,Phytomenadione 10mg tablets,Oral tablet,Y
0908010C0AAAGAG,Levocarnitine 1.5g/5ml oral solution paediatric,0908010C0AAAJAJ,Oral solution,Levocarnitine 1.5g/5ml oral solution paediatric sugar free,Oral solution,Y
0908010C0AAAJAJ,Levocarnitine 1.5g/5ml oral solution paediatric sugar free,0908010C0AAAGAG,Oral solution,Levocarnitine 1.5g/5ml oral solution paediatric,Oral solution,Y
0908010N0AAABAB,Sodium benzoate 500mg capsules,0908010N0AAAXAX,Oral capsule,Sodium benzoate 500mg tablets,Oral tablet,Y
0908010N0AAAXAX,Sodium benzoate 500mg tablets,0908010N0AAABAB,Oral tablet,Sodium benzoate 500mg capsules,Oral capsule,Y
0908010P0AAACAC,Sodium phenylbutyrate 500mg capsules,0908010P0AAAGAG,Oral capsule,Sodium phenylbutyrate 500mg tablets,Oral tablet,Y
0908010P0AAAEAE,Sodium phenylbutyrate 1.25g/5ml oral suspension,0908010P0AAATAT,Oral suspension,Sodium phenylbutyrate 1.25g/5ml oral solution,Oral solution,Y
0908010P0AAAGAG,Sodium phenylbutyrate 500mg tablets,0908010P0AAACAC,Oral tablet,Sodium phenylbutyrate 500mg capsules,Oral capsule,Y
0908010P0AAAJAJ,Sodium phenylbutyrate 625mg/5ml oral suspension,0908010P0AAASAS,Oral suspension,Sodium phenylbutyrate 625mg/5ml oral solution,Oral solution,Y
0908010P0AAASAS,Sodium phenylbutyrate 625mg/5ml oral solution,0908010P0AAAJAJ,Oral solution,Sodium phenylbutyrate 625mg/5ml oral suspension,Oral suspension,Y
0908010P0AAATAT,Sodium phenylbutyrate 1.25g/5ml oral solution,0908010P0AAAEAE,Oral solution,Sodium phenylbutyrate 1.25g/5ml oral suspension,Oral suspension,Y
091101000AACSCS,Arginine 500mg capsules,091101000AADQDQ,Oral capsule,Arginine 500mg tablets,Oral tablet,Y
091101000AADQDQ,Arginine 500mg tablets,091101000AACSCS,Oral tablet,Arginine 500mg capsules,Oral capsule,Y
091101000AAELEL,Arginine 500mg/5ml oral solution,091101000AAGDGD,Oral solution,Arginine 500mg/5ml oral solution sugar free,Oral solution,Y
091101000AAGDGD,Arginine 500mg/5ml oral solution sugar free,091101000AAELEL,Oral solution,Arginine 500mg/5ml oral solution,Oral solution,Y
091102000AAAIAI,Ubidecarenone 30mg capsules,091102000AABMBM,Oral capsule,Ubidecarenone 30mg tablets,Oral tablet,Y
091102000AABDBD,Ubidecarenone 5mg/ml oral drops,091102000AABKBK,Oral drops,Ubidecarenone 25mg/5ml oral solution,Oral solution,Y
091102000AABDBD,Ubidecarenone 5mg/ml oral drops,091102000AABNBN,Oral drops,Ubidecarenone 25mg/5ml oral suspension,Oral suspension,Y
091102000AABDBD,Ubidecarenone 5mg/ml oral drops,091102000AABWBW,Oral drops,Ubidecarenone 25mg/5ml oral solution sugar free,Oral solution,Y
091102000AABKBK,Ubidecarenone 25mg/5ml oral solution,091102000AABDBD,Oral solution,Ubidecarenone 5mg/ml oral drops,Oral drops,Y
091102000AABKBK,Ubidecarenone 25mg/5ml oral solution,091102000AABNBN,Oral solution,Ubidecarenone 25mg/5ml oral suspension,Oral suspension,Y
091102000AABKBK,Ubidecarenone 25mg/5ml oral solution,091102000AABWBW,Oral solution,Ubidecarenone 25mg/5ml oral solution sugar free,Oral solution,Y
091102000AABMBM,Ubidecarenone 30mg tablets,091102000AAAIAI,Oral tablet,Ubidecarenone 30mg capsules,Oral capsule,Y
091102000AABNBN,Ubidecarenone 25mg/5ml oral suspension,091102000AABDBD,Oral suspension,Ubidecarenone 5mg/ml oral drops,Oral drops,Y
091102000AABNBN,Ubidecarenone 25mg/5ml oral suspension,091102000AABKBK,Oral suspension,Ubidecarenone 25mg/5ml oral solution,Oral solution,Y
091102000AABNBN,Ubidecarenone 25mg/5ml oral suspension,091102000AABWBW,Oral suspension,Ubidecarenone 25mg/5ml oral solution sugar free,Oral solution,Y
091102000AABPBP,Ubidecarenone 50mg/5ml oral solution,091102000AABVBV,Oral solution,Ubidecarenone 50mg/5ml oral solution sugar free,Oral solution,Y
091102000AABVBV,Ubidecarenone 50mg/5ml oral solution sugar free,091102000AABPBP,Oral solution,Ubidecarenone 50mg/5ml oral solution,Oral solution,Y
091102000AABWBW,Ubidecarenone 25mg/5ml oral solution sugar free,091102000AABDBD,Oral solution,Ubidecarenone 5mg/ml oral drops,Oral drops,Y
091102000AABWBW,Ubidecarenone 25mg/5ml oral solution sugar free,091102000AABKBK,Oral solution,Ubidecarenone 25mg/5ml oral solution,Oral solution,Y
091102000AABWBW,Ubidecarenone 25mg/5ml oral solution sugar free,091102000AABNBN,Oral solution,Ubidecarenone 25mg/5ml oral suspension,Oral suspension,Y
1001010AAAAAAAA,Meloxicam 7.5mg tablets,1001010AAAAAKAK,Oral tablet,Meloxicam 7.5mg orodispersible tablets sugar free,Orodispersible tablet,Y
1001010AAAAABAB,Meloxicam 15mg tablets,1001010AAAAAJAJ,Oral tablet,Meloxicam 15mg orodispersible tablets sugar free,Orodispersible tablet,Y
1001010AAAAAJAJ,Meloxicam 15mg orodispersible tablets sugar free,1001010AAAAABAB,Orodispersible tablet,Meloxicam 15mg tablets,Oral tablet,Y
1001010AAAAAKAK,Meloxicam 7.5mg orodispersible tablets sugar free,1001010AAAAAAAA,Orodispersible tablet,Meloxicam 7.5mg tablets,Oral tablet,Y
1001010C0AAAFAF,Diclofenac sodium 100mg modified-release tablets,1001010C0AAANAN,Modified-release tablet,Diclofenac sodium 100mg modified-release capsules,Modified-release capsule,Y
1001010C0AAALAL,Diclofenac sodium 75mg modified-release tablets,1001010C0AAAWAW,Modified-release tablet,Diclofenac sodium 75mg modified-release capsules,Modified-release capsule,Y
1001010C0AAALAL,Diclofenac sodium 75mg modified-release tablets,1001010C0AAARAR,Modified-release tablet,Diclofenac sodium 75mg gastro-resistant modified-release capsules,Modified-release capsule,Y
1001010C0AAANAN,Diclofenac sodium 100mg modified-release capsules,1001010C0AAAFAF,Modified-release capsule,Diclofenac sodium 100mg modified-release tablets,Modified-release tablet,Y
1001010C0AAARAR,Diclofenac sodium 75mg gastro-resistant modified-release capsules,1001010C0AAAWAW,Modified-release capsule,Diclofenac sodium 75mg modified-release capsules,Modified-release capsule,Y
1001010C0AAARAR,Diclofenac sodium 75mg gastro-resistant modified-release capsules,1001010C0AAALAL,Modified-release capsule,Diclofenac sodium 75mg modified-release tablets,Modified-release tablet,Y
1001010C0AAAVAV,Diclofenac 50mg/5ml oral solution,1001010C0AABLBL,Oral solution,Diclofenac 50mg/5ml oral suspension,Oral suspension,Y
1001010C0AAAWAW,Diclofenac sodium 75mg modified-release capsules,1001010C0AAALAL,Modified-release capsule,Diclofenac sodium 75mg modified-release tablets,Modified-release tablet,Y
1001010C0AAAWAW,Diclofenac sodium 75mg modified-release capsules,1001010C0AAARAR,Modified-release capsule,Diclofenac sodium 75mg gastro-resistant modified-release capsules,Modified-release capsule,Y
1001010C0AABLBL,Diclofenac 50mg/5ml oral suspension,1001010C0AAAVAV,Oral suspension,Diclofenac 50mg/5ml oral solution,Oral solution,Y
1001010J0AAAAAA,Ibuprofen 200mg capsules,1001010J0AAADAD,Oral capsule,Ibuprofen 200mg tablets,Oral tablet,Y
1001010J0AAAAAA,Ibuprofen 200mg capsules,1001010J0AABNBN,Oral capsule,Ibuprofen 200mg orodispersible tablets sugar free,Orodispersible tablet,Y
1001010J0AAACAC,Ibuprofen 100mg/5ml oral suspension,1001010J0AABHBH,Oral suspension,Ibuprofen 100mg/5ml oral suspension sugar free,Oral suspension,Y
1001010J0AAADAD,Ibuprofen 200mg tablets,1001010J0AABNBN,Oral tablet,Ibuprofen 200mg orodispersible tablets sugar free,Orodispersible tablet,Y
1001010J0AAADAD,Ibuprofen 200mg tablets,1001010J0AAAAAA,Oral tablet,Ibuprofen 200mg capsules,Oral capsule,Y
1001010J0AAAEAE,Ibuprofen 400mg tablets,1001010J0AAAUAU,Oral tablet,Ibuprofen 400mg capsules,Oral capsule,Y
1001010J0AAAFAF,Ibuprofen 600mg tablets,1001010J0AAANAN,Oral tablet,Ibuprofen 600mg effervescent granules sachets,Effervescent granules,Y
1001010J0AAANAN,Ibuprofen 600mg effervescent granules sachets,1001010J0AAAFAF,Effervescent granules,Ibuprofen 600mg tablets,Oral tablet,Y
1001010J0AAAUAU,Ibuprofen 400mg capsules,1001010J0AAAEAE,Oral capsule,Ibuprofen 400mg tablets,Oral tablet,Y
1001010J0AABHBH,Ibuprofen 100mg/5ml oral suspension sugar free,1001010J0AAACAC,Oral suspension,Ibuprofen 100mg/5ml oral suspension,Oral suspension,Y
1001010J0AABIBI,Ibuprofen 200mg/5ml oral suspension,1001010J0AABRBR,Oral suspension,Ibuprofen 200mg/5ml oral suspension sugar free,Oral suspension,Y
1001010J0AABNBN,Ibuprofen 200mg orodispersible tablets sugar free,1001010J0AAADAD,Orodispersible tablet,Ibuprofen 200mg tablets,Oral tablet,Y
1001010J0AABNBN,Ibuprofen 200mg orodispersible tablets sugar free,1001010J0AAAAAA,Orodispersible tablet,Ibuprofen 200mg capsules,Oral capsule,Y
1001010J0AABRBR,Ibuprofen 200mg/5ml oral suspension sugar free,1001010J0AABIBI,Oral suspension,Ibuprofen 200mg/5ml oral suspension,Oral suspension,Y
1001010K0AAAQAQ,Indometacin 25mg/5ml oral solution,1001010K0AABBBB,Oral solution,Indometacin 25mg/5ml oral suspension,Oral suspension,Y
1001010K0AABBBB,Indometacin 25mg/5ml oral suspension,1001010K0AAAQAQ,Oral suspension,Indometacin 25mg/5ml oral solution,Oral solution,Y
1001010N0AAAAAA,Mefenamic acid 250mg capsules,1001010N0AAAJAJ,Oral capsule,Mefenamic acid 250mg tablets,Oral tablet,Y
1001010N0AAAJAJ,Mefenamic acid 250mg tablets,1001010N0AAAAAA,Oral tablet,Mefenamic acid 250mg capsules,Oral capsule,Y
1001010P0AAADAD,Naproxen 250mg tablets,1001010P0AAAHAH,Oral tablet,Naproxen 250mg gastro-resistant tablets,Gastro-resistant tablet,Y
1001010P0AAADAD,Naproxen 250mg tablets,1001010P0AABDBD,Oral tablet,Naproxen 250mg effervescent tablets sugar free,Effervescent tablet,Y
1001010P0AAAEAE,Naproxen 500mg tablets,1001010P0AAAIAI,Oral tablet,Naproxen 500mg gastro-resistant tablets,Gastro-resistant tablet,Y
1001010P0AAAHAH,Naproxen 250mg gastro-resistant tablets,1001010P0AAADAD,Gastro-resistant tablet,Naproxen 250mg tablets,Oral tablet,Y
1001010P0AAAHAH,Naproxen 250mg gastro-resistant tablets,1001010P0AABDBD,Gastro-resistant tablet,Naproxen 250mg effervescent tablets sugar free,Effervescent tablet,Y
1001010P0AAAIAI,Naproxen 500mg gastro-resistant tablets,1001010P0AAAEAE,Gastro-resistant tablet,Naproxen 500mg tablets,Oral tablet,Y
1001010P0AAARAR,Naproxen 125mg/5ml oral suspension,1001010P0AABEBE,Oral suspension,Naproxen 125mg/5ml oral suspension sugar free,Oral suspension,Y
1001010P0AABDBD,Naproxen 250mg effervescent tablets sugar free,1001010P0AAADAD,Effervescent tablet,Naproxen 250mg tablets,Oral tablet,Y
1001010P0AABDBD,Naproxen 250mg effervescent tablets sugar free,1001010P0AAAHAH,Effervescent tablet,Naproxen 250mg gastro-resistant tablets,Gastro-resistant tablet,Y
1001010P0AABEBE,Naproxen 125mg/5ml oral suspension sugar free,1001010P0AAARAR,Oral suspension,Naproxen 125mg/5ml oral suspension,Oral suspension,Y
1001010R0AAABAB,Piroxicam 20mg capsules,1001010R0AAAGAG,Oral capsule,Piroxicam 20mg orodispersible tablets sugar free,Orodispersible tablet,Y
1001010R0AAAGAG,Piroxicam 20mg orodispersible tablets sugar free,1001010R0AAABAB,Orodispersible tablet,Piroxicam 20mg capsules,Oral capsule,Y
1001030ADAAABAB,Sarilumab 200mg/1.14ml solution for injection pre-filled syringes,1001030ADAAADAD,Solution for injection,Sarilumab 200mg/1.14ml solution for injection pre-filled disposable devices,Solution for injection,Y
1001030ADAAADAD,Sarilumab 200mg/1.14ml solution for injection pre-filled disposable devices,1001030ADAAABAB,Solution for injection,Sarilumab 200mg/1.14ml solution for injection pre-filled syringes,Solution for injection,Y
1001030AFAAAAAA,Secukinumab 150mg/1ml solution for injection pre-filled disposable devices,1001030AFAAABAB,Solution for injection,Secukinumab 150mg/1ml solution for injection pre-filled syringes,Solution for injection,Y
1001030AFAAABAB,Secukinumab 150mg/1ml solution for injection pre-filled syringes,1001030AFAAAAAA,Solution for injection,Secukinumab 150mg/1ml solution for injection pre-filled disposable devices,Solution for injection,Y
1001030C0AAAIAI,Hydroxychloroquine 200mg/5ml oral solution,1001030C0AABKBK,Oral solution,Hydroxychloroquine 200mg/5ml oral suspension,Oral suspension,Y
1001030C0AAAWAW,Hydroxychloroquine 400mg/5ml oral solution,1001030C0AABLBL,Oral solution,Hydroxychloroquine 400mg/5ml oral suspension,Oral suspension,Y
1001030C0AABKBK,Hydroxychloroquine 200mg/5ml oral suspension,1001030C0AAAIAI,Oral suspension,Hydroxychloroquine 200mg/5ml oral solution,Oral solution,Y
1001030C0AABLBL,Hydroxychloroquine 400mg/5ml oral suspension,1001030C0AAAWAW,Oral suspension,Hydroxychloroquine 400mg/5ml oral solution,Oral solution,Y
1001030F0AAAIAI,Penicillamine 250mg/5ml oral solution,1001030F0AAALAL,Oral solution,Penicillamine 250mg/5ml oral suspension,Oral suspension,Y
1001030F0AAALAL,Penicillamine 250mg/5ml oral suspension,1001030F0AAAIAI,Oral suspension,Penicillamine 250mg/5ml oral solution,Oral solution,Y
1001030V0AAABAB,Abatacept 125mg/1ml solution for injection pre-filled syringes,1001030V0AAACAC,Solution for injection,Abatacept 125mg/1ml solution for injection pre-filled disposable devices,Solution for injection,Y
1001030V0AAACAC,Abatacept 125mg/1ml solution for injection pre-filled disposable devices,1001030V0AAABAB,Solution for injection,Abatacept 125mg/1ml solution for injection pre-filled syringes,Solution for injection,Y
1001030W0AAADAD,Tocilizumab 162mg/0.9ml solution for injection pre-filled syringes,1001030W0AAAEAE,Solution for injection,Tocilizumab 162mg/0.9ml solution for injection pre-filled disposable devices,Solution for injection,Y
1001030W0AAAEAE,Tocilizumab 162mg/0.9ml solution for injection pre-filled disposable devices,1001030W0AAADAD,Solution for injection,Tocilizumab 162mg/0.9ml solution for injection pre-filled syringes,Solution for injection,Y
1001030Y0AAAAAA,Certolizumab pegol 200mg/1ml solution for injection pre-filled syringes,1001030Y0AAABAB,Solution for injection,Certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices,Solution for injection,Y
1001030Y0AAAAAA,Certolizumab pegol 200mg/1ml solution for injection pre-filled syringes,1001030Y0AAACAC,Solution for injection,Certolizumab pegol 200mg/1ml solution for injection cartridges,Solution for injection,Y
1001030Y0AAABAB,Certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices,1001030Y0AAAAAA,Solution for injection,Certolizumab pegol 200mg/1ml solution for injection pre-filled syringes,Solution for injection,Y
1001030Y0AAABAB,Certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices,1001030Y0AAACAC,Solution for injection,Certolizumab pegol 200mg/1ml solution for injection cartridges,Solution for injection,Y
1001030Y0AAACAC,Certolizumab pegol 200mg/1ml solution for injection cartridges,1001030Y0AAAAAA,Solution for injection,Certolizumab pegol 200mg/1ml solution for injection pre-filled syringes,Solution for injection,Y
1001030Y0AAACAC,Certolizumab pegol 200mg/1ml solution for injection cartridges,1001030Y0AAABAB,Solution for injection,Certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices,Solution for injection,Y
1001040C0AAALAL,Allopurinol 300mg/5ml oral solution,1001040C0AAAXAX,Oral solution,Allopurinol 300mg/5ml oral suspension,Oral suspension,Y
1001040C0AAAPAP,Allopurinol 100mg/5ml oral solution,1001040C0AAAWAW,Oral solution,Allopurinol 100mg/5ml oral suspension,Oral suspension,Y
1001040C0AAAWAW,Allopurinol 100mg/5ml oral suspension,1001040C0AAAPAP,Oral suspension,Allopurinol 100mg/5ml oral solution,Oral solution,Y
1001040C0AAAXAX,Allopurinol 300mg/5ml oral suspension,1001040C0AAALAL,Oral suspension,Allopurinol 300mg/5ml oral solution,Oral solution,Y
1002010Q0AAAJAJ,Pyridostigmine bromide 50mg/5ml oral solution,1002010Q0AABJBJ,Oral solution,Pyridostigmine bromide 50mg/5ml oral suspension,Oral suspension,Y
1002010Q0AAAMAM,Pyridostigmine bromide 20mg/5ml oral solution,1002010Q0AABGBG,Oral solution,Pyridostigmine bromide 20mg/5ml oral suspension,Oral suspension,Y
1002010Q0AAANAN,Pyridostigmine bromide 30mg/5ml oral solution,1002010Q0AABHBH,Oral solution,Pyridostigmine bromide 30mg/5ml oral suspension,Oral suspension,Y
1002010Q0AABGBG,Pyridostigmine bromide 20mg/5ml oral suspension,1002010Q0AAAMAM,Oral suspension,Pyridostigmine bromide 20mg/5ml oral solution,Oral solution,Y
1002010Q0AABHBH,Pyridostigmine bromide 30mg/5ml oral suspension,1002010Q0AAANAN,Oral suspension,Pyridostigmine bromide 30mg/5ml oral solution,Oral solution,Y
1002010Q0AABJBJ,Pyridostigmine bromide 50mg/5ml oral suspension,1002010Q0AAAJAJ,Oral suspension,Pyridostigmine bromide 50mg/5ml oral solution,Oral solution,Y
1002020C0AAA1A1,Baclofen 5mg/5ml oral suspension,1002020C0AAABAB,Oral suspension,Baclofen 5mg/5ml oral solution sugar free,Oral solution,Y
1002020C0AAABAB,Baclofen 5mg/5ml oral solution sugar free,1002020C0AAA1A1,Oral solution,Baclofen 5mg/5ml oral suspension,Oral suspension,Y
1002020J0AAARAR,Dantrolene 25mg/5ml oral solution,1002020J0AABHBH,Oral solution,Dantrolene 25mg/5ml oral suspension,Oral suspension,Y
1002020J0AAAXAX,Dantrolene 10mg/5ml oral solution,1002020J0AABRBR,Oral solution,Dantrolene 10mg/5ml oral suspension,Oral suspension,Y
1002020J0AABHBH,Dantrolene 25mg/5ml oral suspension,1002020J0AAARAR,Oral suspension,Dantrolene 25mg/5ml oral solution,Oral solution,Y
1002020J0AABIBI,Dantrolene 100mg/5ml oral solution,1002020J0AABQBQ,Oral solution,Dantrolene 100mg/5ml oral suspension,Oral suspension,Y
1002020J0AABQBQ,Dantrolene 100mg/5ml oral suspension,1002020J0AABIBI,Oral suspension,Dantrolene 100mg/5ml oral solution,Oral solution,Y
1002020J0AABRBR,Dantrolene 10mg/5ml oral suspension,1002020J0AAAXAX,Oral suspension,Dantrolene 10mg/5ml oral solution,Oral solution,Y
